id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
604229453601694687,"Bright Jamaica Plain 1BR w/ Gym & W/D, near Orange Line, by Blueground",107434423,Blueground,,Jamaica Plain,42.300507,-71.112099,Entire home/apt,212,32,0,,,399,0,0,
604231971121077035,"Cool Jamaica Plain 1BR w/ Gym & W/D, near Orange Line, by Blueground",107434423,Blueground,,Jamaica Plain,42.300816,-71.112335,Entire home/apt,197,32,0,,,399,337,0,
604232269991905294,"Airy Jamaica Plain Studio w/ Gym & W/D, near Orange Line, by Blueground",107434423,Blueground,,Jamaica Plain,42.300953,-71.112381,Entire home/apt,186,32,0,,,399,324,0,
604232547651700867,"Hip Jamaica Plain Studio w/ Gym & W/D, near Orange Line, by Blueground",107434423,Blueground,,Jamaica Plain,42.300507,-71.112099,Entire home/apt,186,32,0,,,399,340,0,
604234472085817955,"Spacious Allston Studio w/ W/D & Gym, near Green Line, by Blueground",107434423,Blueground,,Allston,42.347672,-71.133827,Entire home/apt,186,32,0,,,399,346,0,
604341373108909486,Modern 2 Bedroom 2 Bathroom Luxury Apartment,108724738,Diogo,,Roxbury,42.32465,-71.0726,Entire home/apt,301,2,1,2022-06-01,1,2,313,1,STR-475992
604951714437257587,"Dapper Back Bay Studio, w/ Gym, walk to Newbury St. by Blueground",107434423,Blueground,,Back Bay,42.348633,-71.074089,Entire home/apt,208,32,0,,,399,245,0,
605673478482947865,"Modern Dorchester Studio w/ W/D, Gym & Pool, by Blueground",107434423,Blueground,,Dorchester,42.325191,-71.061104,Entire home/apt,173,32,0,,,399,328,0,
605673760454753951,"Modern Dorchester Studio w/ W/D, Gym & Pool, by Blueground",107434423,Blueground,,Dorchester,42.325191,-71.061104,Entire home/apt,193,32,0,,,399,339,0,
606115720549620588,Affordable & Simple Chic Studio,244600805,Bay Village,,South End,42.34744717174529,-71.07020379275279,Entire home/apt,183,3,4,2022-05-23,3.00,18,186,4,STR-415223
606636977781961015,High-Rise 1BR Condo W/ Scenic Boston Views!,444667455,Anthony,,West End,42.36388082078785,-71.06395605475062,Private room,276,2,5,2022-06-10,4.55,2,342,5,Exempt: This listing is a hotel or motel
606680406439152124,E Boston 3 free parking,92524206,Ray,,East Boston,42.386363523335355,-71.00586943265608,Private room,92,1,12,2022-06-08,8.18,7,20,12,Str-017169
607045435809265882,Entire 2BR/1BA Apt 24/7 Chkin Blue Line Free Parkg,330367651,Adam,,East Boston,42.38825011166947,-71.00925786668954,Entire home/apt,298,1,31,2022-06-10,16.91,4,64,31,STR-416684
608359192793639653,"Classic Back Bay 1BR w/ W/D & Gym, 2 blocks to T, by Blueground",107434423,Blueground,,Bay Village,42.349918,-71.069427,Entire home/apt,296,32,0,,,399,0,0,
608359496810075683,"Amazing Downtown 1BR w/ Gym & W/D, near Faneuil Hall, by Blueground",107434423,Blueground,,Downtown,42.358913,-71.054153,Entire home/apt,225,32,0,,,399,284,0,
608658771570500261,BRAND NEW!  Easy & Quick Access to CIty!,261436898,Together We,,Dorchester,42.28650138688347,-71.03958926086273,Entire home/apt,885,1,4,2022-06-05,4,1,129,4,Exempt: This listing is a unit that has contracts with hospitals
609169499878539964,"Premium Savin Hill 2BR w/ W/D, near Red Line & Shops, by Blueground",107434423,Blueground,,Dorchester,42.309429,-71.060295,Entire home/apt,217,32,0,,,399,365,0,
609290549220097433,Delightful + Sunny 1 Bedroom with Easy Parking,29167991,Morgan,,Dorchester,42.31232,-71.06032,Entire home/apt,164,91,0,,,1,132,0,
609580705394215550,Warm Retro-themed Private Room near City Square,2356643,MyBostonTrip,,Roxbury,42.33528269202318,-71.07677619510112,Private room,92,2,1,2022-05-20,1,73,283,1,STR-467161
609580705863739603,Chic Sunlit Private Room near Historic District,2356643,MyBostonTrip,,Roxbury,42.3353495216762,-71.0757361070418,Private room,92,2,2,2022-06-09,2,73,284,2,STR-467161
609580716910880328,Zen Garden inspired Private Room in South End,2356643,MyBostonTrip,,Roxbury,42.33498951513548,-71.0769881569145,Private room,92,2,2,2022-05-29,2,73,284,2,STR-467161
609603178591236907,Newly renovated 2 bedroom 2 bath condo,227889113,Lee,,Dorchester,42.29598334487576,-71.07656036072777,Entire home/apt,303,91,0,,,5,357,0,
609993404493501490,Prime Central 1brm in North End Boston,2006852,Jay,,North End,42.36494781575791,-71.05248637151082,Entire home/apt,191,29,0,,,10,311,0,
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,Jodie,,Downtown,42.366107924929416,-71.05917763464828,Entire home/apt,600,9,0,,,7,28,0,STR-461702
610406214749678537,Stunning Studio in Downtown Boston,331132678,Premier Suites,,Downtown,42.354760971695406,-71.06335026473766,Entire home/apt,203,2,0,,,3,139,0,STR-439290
610665526579900515,Centrally located modern 2 bed condo in Southie,140147775,Angela,,South Boston,42.334058842486996,-71.05276255901887,Entire home/apt,290,30,0,,,1,71,0,
611575490785459373,Welcoming 1 bedroom in diverse community,34275177,Thomas,,Roslindale,42.28345902954028,-71.12832946174152,Private room,69,3,0,,,1,315,0,STR-476790
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.359203,-71.066734,Entire home/apt,399,29,0,,,8,350,0,
611786397725012132,Family-friendly House in a Great Neighborhood,27836425,Sophie,,Jamaica Plain,42.325431162717216,-71.10734232517315,Entire home/apt,200,4,0,,,1,45,0,STR-476792
611835367254543088,Comfortable 2-bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.359421,-71.069969,Entire home/apt,299,29,0,,,8,365,0,
611884310638250746,507 Studio in the Heart of Boston!,205269848,Temple Place,,Downtown,42.3553216815022,-71.06316447957299,Entire home/apt,201,2,0,,,16,110,0,STR-439290
612144696053388604,"N2 Walk Everywhere, Lil Italy",3637081,Sarah,,North End,42.36717842528176,-71.05449609535559,Entire home/apt,372,1,5,2022-05-23,4.55,12,219,5,Exempt: This listing is a unit used for furnished institutional or business stays
612178312912696733,✤Private Deck✤Luxury Spacious Penthouse✤Sunny✤W/D✤,105384549,Laura,,Beacon Hill,42.360385052779904,-71.06899577407721,Entire home/apt,199,32,0,,,5,365,0,
612890611296676807,"Homey 2-bedroom, 20-minute walk to The County Club",90064831,Evan,,West Roxbury,42.29832328752583,-71.14401361766784,Entire home/apt,2000,3,0,,,1,10,0,STR-481500
612908141225302683,Bright and Modern Luxury Studio,409684302,Justin And Mandy,,South End,42.340918106968736,-71.0801321556008,Entire home/apt,585,14,0,,,36,338,0,Exempt: This listing is a hotel or motel
612916199685233852,Modern Studio in South End!,409684302,Justin And Mandy,,South End,42.34091097360452,-71.07868669861668,Entire home/apt,683,14,0,,,36,352,0,Exempt: This listing is a hotel or motel
612919537520332335,Cozy and Cute Value Studio!,409684302,Justin And Mandy,,South End,42.34290628639714,-71.08004645374027,Entire home/apt,501,14,0,,,36,350,0,Exempt: This listing is a unit used for furnished institutional or business stays
612970044547812293,Upscale Apt with everything you need!,423270067,Harry And Susie,,Back Bay,42.34537608370847,-71.08139953262287,Entire home/apt,1140,1,0,,,28,360,0,Exempt: This listing is a unit used for furnished institutional or business stays
612971562909480575,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,,Back Bay,42.34508,-71.08346,Entire home/apt,605,1,2,2022-05-17,1.25,28,342,2,Exempt: This listing is a unit used for furnished institutional or business stays
613006796957451384,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,,South End,42.342843296299314,-71.07870360610887,Entire home/apt,513,14,0,,,36,358,0,Exempt: This listing is a unit used for furnished institutional or business stays
613019381875296666,Outstanding Upgraded Luxury Apt!,423270067,Harry And Susie,,Back Bay,42.344727503048055,-71.08124279501396,Entire home/apt,847,1,0,,,28,336,0,Exempt: This listing is a unit used for furnished institutional or business stays
613037426702888009,"South End,2 bed, in unit lau,cen air, Northeastern",31340713,Kama,,Roxbury,42.33626204460076,-71.08569211702631,Entire home/apt,142,29,0,,,45,311,0,
614026245880932713,Luxury in heart Boston with balcony & amazing view,158837906,Hashouki,,South End,42.346093154465535,-71.06290749072701,Entire home/apt,499,33,0,,,74,365,0,
614033255334673390,3BD 1.5BTH Bright and Spacious Apt,2356643,MyBostonTrip,,Roxbury,42.32635,-71.09085,Entire home/apt,362,2,0,,,73,334,0,STR-460218
614041853714938330,Simply Furnished 3BR/1BTH in the South End,2356643,MyBostonTrip,,Roxbury,42.335057162844095,-71.07710033775896,Entire home/apt,414,2,0,,,73,55,0,STR-467161
614069252820907577,5BR 2BTH Bright & Spacious  Apt in Brighton,2356643,MyBostonTrip,,Brighton,42.36116,-71.14376,Entire home/apt,507,2,0,,,73,326,0,STR-461419
614069285602184969,4BD 1.5BTH Sunny  Apt in Roxbury,2356643,MyBostonTrip,,Roxbury,42.32627670371896,-71.0906463409316,Entire home/apt,342,2,0,,,73,300,0,STR-460218
614069307180662598,4BD 1.5BTH Comfy Newly Renovated Apt,2356643,MyBostonTrip,,Roxbury,42.32761,-71.09068,Private room,342,2,0,,,73,316,0,STR-460218
614337393824866948,Private bedroom in a beautiful brownstone,247641760,Enia,,Roxbury,42.335537,-71.084396,Private room,49,91,0,,,13,1,0,
614408575007836247,Luxurious Apt heart of Boston South end back bay,158837906,Hashouki,,South End,42.346297589924504,-71.06481677293485,Entire home/apt,499,30,0,,,74,365,0,
614578168426930198,Stylish 3BR/1BTH Apartment Near Historical District,2356643,MyBostonTrip,,Roxbury,42.3351899702284,-71.07681533516308,Entire home/apt,449,2,0,,,73,283,0,STR-467161
614623788949255427,Clean apartment home | 2 BR in Boston,359229620,Casey,,Jamaica Plain,42.328672362744186,-71.11257327561067,Entire home/apt,285,91,0,,,102,365,0,
614662890482582714,(T5) Stylish Studio in the South End!,331225367,Stone,,South End,42.340741293392284,-71.07695697706636,Entire home/apt,218,1,4,2022-06-07,4,63,243,4,Exempt: This listing is a unit that has contracts with hospitals
615178104941546865,Cozy Studio with Great Wifi!,409684302,Justin And Mandy,,South End,42.3421,-71.07869,Entire home/apt,427,1,2,2022-05-09,1.43,36,349,2,Exempt: This listing is a hotel or motel
615388600646163891,"Prime location, Modern 2 Bed condo",154733444,Sam,,Mission Hill,42.330807,-71.112587,Entire home/apt,320,28,3,2022-05-14,2.73,1,230,3,STR-475790
616252860883053851,"Boston Studio, Ready For Long & Short Stays 204",205269848,Temple Place,,Downtown,42.35404037360044,-71.06129330160131,Private room,161,2,0,,,16,158,0,STR-439290
616616290168209593,City Oasis | Step into Public Garden & Back Bay,232009663,Annie,,Beacon Hill,42.356241562696425,-71.07334914187385,Entire home/apt,371,29,0,,,3,262,0,
616846869203215900,Perfect location and Prices! 1B1,244600805,Bay Village,,South End,42.34733203106966,-71.069308128463,Entire home/apt,171,3,0,,,18,136,0,STR-415226
617045331988491234,"Clean Studio, Ready For Long & Short Stays 205",205269848,Temple Place,,Downtown,42.35452219030598,-71.06336201083177,Private room,158,2,0,,,16,203,0,STR-439290
617255490273081827,2-bd Charlestown condo near Bunker Hill,143042528,Matt,,Charlestown,42.377870692733026,-71.0618706193629,Entire home/apt,299,2,0,,,1,39,0,STR-479050
617658669063108197,Cheerful brownstone private bedroom with patio,247641760,Enia,,Roxbury,42.336189,-71.083611,Private room,43,91,0,,,13,1,0,
617690889504683980,"Downtown Studio Apt, Lots of Natural Light",2356643,MyBostonTrip,,Downtown,42.3505583885436,-71.06425655089805,Entire home/apt,164,2,3,2022-05-21,2.73,73,356,3,STR-423036
617691246619381195,"Downtown Studio Apt, near Grocery and Hospitals",2356643,MyBostonTrip,,Downtown,42.35179282690987,-71.0655431651485,Entire home/apt,164,2,3,2022-05-29,2.37,73,349,3,STR-423037
617691972962797208,"Downtown Studio Apt, near Tufts Med, BMC, MGF",2356643,MyBostonTrip,,Downtown,42.35236304582087,-71.0636384044982,Entire home/apt,165,2,1,2022-05-25,1,73,358,1,STR-422487
617924825724516696,"Corporate Style Studio near MGH, State House, Boston Common",2356643,MyBostonTrip,,Beacon Hill,42.3577,-71.06378,Entire home/apt,170,2,1,2022-06-05,1,73,351,1,STR-428031
617924872108038105,Simple furnished Studio in the Heart of Boston,2356643,MyBostonTrip,,Beacon Hill,42.358746852062126,-71.06365887625704,Entire home/apt,171,2,1,2022-06-05,1,73,349,1,STR-428031
617942371746160036,2BD Modern and Spacious Apt in the Heart of Boston,2356643,MyBostonTrip,,Roxbury,42.330075677372534,-71.07146248005073,Entire home/apt,148,2,0,,,73,343,0,STR-439756
617942435268829860,Comfy 1BD/1BTH Apt in Boston City Center,2356643,MyBostonTrip,,Roxbury,42.33035442681811,-71.07097835847502,Entire home/apt,137,2,1,2022-05-22,1,73,308,1,STR-439756
617958592999391487,Private Room - Bright Spacious Room in Newly Renovated Apt,2356643,MyBostonTrip,,Roxbury,42.32804828215455,-71.0901651749919,Private room,60,2,0,,,73,336,0,STR-460218
617958634118217837,Comfortable Room w/ Full Bed in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.326188680055424,-71.08875619593911,Private room,60,2,1,2022-06-12,1,73,340,1,STR-460218
617974551103347241,Charming Room in Modern Shared Spacious Apt,2356643,MyBostonTrip,,Roxbury,42.32788,-71.09072,Private room,60,2,1,2022-05-12,0.91,73,350,1,STR-460218
617976038177988598,Great Value South End Studio!,409684302,Justin And Mandy,,South End,42.341212935614294,-71.0805830276707,Entire home/apt,410,1,0,,,36,337,0,Exempt: This listing is a hotel or motel
618421869519191726,Newly Furnished Private Bedroom in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.326053341710285,-71.09095079740135,Private room,56,25,0,,,73,352,0,STR-460218
618445845546934829,Private Room w/ twin Alcove near Charles River,2356643,MyBostonTrip,,Brighton,42.36108,-71.14472,Private room,101,2,1,2022-05-08,0.81,73,326,1,STR-461419
618452753663045338,South End Minimalist Private Room near bus and T stops!,2356643,MyBostonTrip,,Roxbury,42.33323130337072,-71.07657202402368,Private room,92,2,1,2022-06-09,1,73,70,1,STR-467161
618452816458809140,"Sunlit Private Room in South End, near BMC",2356643,MyBostonTrip,,Roxbury,42.333515752741896,-71.0768206807181,Private room,89,1,0,,,73,56,0,STR-467161
618573979930128466,Perfect Location! Great Amenities Included!,423270067,Harry And Susie,,Back Bay,42.345488323879586,-71.08176292246618,Entire home/apt,811,1,3,2022-06-04,2.25,28,353,3,Exempt: This listing is a hotel or motel
619253446291935967,"Sunny Theatre District 1BR w/ Gym & W/D, near Boylston T, by Blueground",107434423,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,231,32,0,,,399,253,0,
619397375584238544,Room with attached bathroom and walk-in closet,393834468,Karan,,Dorchester,42.29965900367475,-71.08317167677829,Private room,75,1,0,,,2,180,0,STR-479746
619452432107274976,Paris style bedroom in a quiet Boston area,357698265,Natalie,,Brighton,42.343444435334426,-71.15595102911946,Private room,95,3,0,,,8,45,0,STR-413441
619697579644137955,Lovely 2 Bedroom Apartment on Beacon Hill,19357187,Paul,,Beacon Hill,42.360645,-71.065056,Entire home/apt,175,29,0,,,2,0,0,
619985772757216077,"Sunny Dorchester 1BR w/ Gym & Pool, near UMass, by Blueground",107434423,Blueground,,Dorchester,42.3166575,-71.04053739999999,Entire home/apt,238,32,0,,,399,363,0,
620273948729922823,Come enjoy Boston - Very Close to Boston by Train,87914201,Tim,,East Boston,42.376593084077,-71.03506104180772,Entire home/apt,107,1,6,2022-06-09,6,5,317,6,Str-445105
620531678272781158,Cozy 2-bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.360752,-71.065987,Entire home/apt,499,29,0,,,8,320,0,
620559519758727382,Lovely 2 bed 2 bath beacon hill downtown boston,373675137,Liya,,West End,42.361824410164616,-71.06540286354702,Entire home/apt,369,29,0,,,36,365,0,
620726386166322193,"Stunning South End Studio, by Blueground",107434423,Blueground,,Roxbury,42.33884,-71.08176,Entire home/apt,304,32,0,,,399,363,0,
620830858423641152,Authentic Brownstone Boston Studio!,409684302,Justin And Mandy,,South End,42.34224,-71.07861,Entire home/apt,800,14,0,,,36,351,0,Exempt: This listing is a hotel or motel
620845455818869883,"Beautiful, fully equipped, luxury condo!",423270067,Harry And Susie,,Back Bay,42.343586658931166,-71.08118575041705,Entire home/apt,1441,1,0,,,28,341,0,Exempt: This listing is a unit used for furnished institutional or business stays
620868096525105699,Boston Back Bay Gorgeous Apt with fast wifi and great extras!,423270067,Harry And Susie,,Back Bay,42.34334651190387,-71.08277405420488,Entire home/apt,1383,1,0,,,28,325,0,Exempt: This listing is a unit used for furnished institutional or business stays
620873135155545376,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,,Back Bay,42.344700148622294,-71.08347950259054,Entire home/apt,1049,1,0,,,28,342,0,Exempt: This listing is a unit used for furnished institutional or business stays
620874447347342376,Stylish Flex-cation Space in Back Bay!,423270067,Harry And Susie,,Back Bay,42.34335839256989,-71.08173291906145,Entire home/apt,676,1,5,2022-06-09,4.55,28,325,5,Exempt: This listing is a unit used for furnished institutional or business stays
620875895680909013,Stylish Flex-cation Space in Back Bay!,423270067,Harry And Susie,,Back Bay,42.344238091332976,-71.08117163313376,Entire home/apt,1242,1,0,,,28,325,0,Exempt: This listing is a unit used for furnished institutional or business stays
620904371533127502,"Full 1 BR Apt W/ Harbor Front, Skyline Views",395014290,Brian,,East Boston,42.37155,-71.04287,Private room,247,2,5,2022-06-09,5,1,334,5,Exempt: This listing is a hotel or motel
622452467028763304,Welcoming 1 Bed,458093264,Shubi,,Mission Hill,42.33104770282474,-71.09764598065638,Private room,95,1,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
622636671975347436,Fenway! MFA! Longwood Med! NEU! BU!,799496,Kj,,Fenway,42.34337182295604,-71.1019719775937,Entire home/apt,249,28,0,,,3,323,0,Exempt: This listing is a unit used for furnished institutional or business stays
623160987006725660,2 Bed with Work From Anywhere Office & Fast Wifi!,423270067,Harry And Susie,,Back Bay,42.34368081803701,-71.08195311834477,Entire home/apt,1229,1,0,,,28,353,0,Exempt: This listing is a unit used for furnished institutional or business stays
623174295658849560,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,,South End,42.3413469994091,-71.07877429765719,Entire home/apt,439,14,0,,,36,316,0,STR-457097
623619726219332946,"Luxury South End 1BR w. W/D and Gym, by Blueground",107434423,Blueground,,South End,42.33855729999999,-71.06907079999999,Entire home/apt,216,32,0,,,399,301,0,
624541300397031900,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,,South End,42.34275655634706,-71.0785582302107,Entire home/apt,414,1,1,2022-05-20,1,36,358,1,STR-457097
625296513133173647,Lovely Studio | Walk to Prudential & Newbury St,232009663,Annie,,Back Bay,42.3508482449058,-71.08204401902186,Entire home/apt,309,2,2,2022-05-29,2,3,39,2,Exempt: This listing is a unit used for furnished institutional or business stays
625824021434996394,"Gorgeous Back Bay 1BR w/ W/D & Gym, by Blueground",107434423,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,239,32,0,,,399,322,0,
626098256435375666,A place of your own | 2 BR in Boston,359229620,Casey,,East Boston,42.37121585053489,-71.04270377288874,Entire home/apt,303,91,0,,,102,365,0,
626160521503423768,Small fully equipped Contemporary Studio near MGH,2356643,MyBostonTrip,,Beacon Hill,42.3592575903276,-71.06357959144327,Entire home/apt,181,2,0,,,73,355,0,STR-428031
626251730980086912,Simple and Spacious 5BR/5BTH apt near Chestnut Hill,2356643,MyBostonTrip,,Roxbury,42.327746473725455,-71.0889504374513,Entire home/apt,329,2,0,,,73,182,0,STR-447640
626251763240250198,Superior Summer Room with Full Bath,2356643,MyBostonTrip,,Roxbury,42.32648983282178,-71.0889187056851,Private room,75,2,1,2022-06-09,1,73,184,1,STR-447640
626252178332633009,Modestly Furnished Room w/ ensuite bath in Large Brighton Apt,2356643,MyBostonTrip,,Roxbury,42.32797,-71.0895,Private room,60,2,0,,,73,236,0,STR-447640
626252178377611019,"Sunlit Corner Room w/ ensuite Bath, short walk to bus and T stops",2356643,MyBostonTrip,,Roxbury,42.32630520965897,-71.08927735461083,Private room,63,2,0,,,73,231,0,STR-447640
626252178562676281,"Coziest Room in Shared Apt, Amenities + Wifi Included",2356643,MyBostonTrip,,Roxbury,42.32736135356999,-71.08894031143986,Private room,60,2,0,,,73,236,0,STR-447640
626252178696420504,Private Room w/ Full Bath in Modern Brighton Home,2356643,MyBostonTrip,,Roxbury,42.32583,-71.09068,Private room,63,2,0,,,73,231,0,STR-447640
627539437482072106,US Open Accommodation- 2 side-by-side houses,38393679,Michael,,West Roxbury,42.298908,-71.142693,Entire home/apt,3500,1,0,,,1,0,0,STR-480201
627562151397485626,"1HB TDGarden, North End, Central,Freedom Trail",3637081,Sarah,,North End,42.36746293983946,-71.05417720957736,Entire home/apt,293,2,0,,,12,135,0,Exempt: This listing is a unit used for furnished institutional or business stays
627992010565840410,Lovely Two Bedroom Condo in South Boston,257439917,Waze,,South Boston,42.33391045516428,-71.05337894464739,Entire home/apt,144,5,1,2022-05-28,1,1,300,1,STR-468136
627996566570185451,"Premium Somerville Studio w/ Gym & W/D, near Green Line, by Blueground",107434423,Blueground,,Downtown,42.36595,-71.06348,Entire home/apt,219,32,0,,,399,284,0,
628133487809262501,Sunlit Corner Room in Shared Apt Near Everything,2356643,MyBostonTrip,,Brighton,42.36148880619724,-71.14514729120232,Private room,78,2,0,,,73,343,0,STR-461419
628141126487322357,"Darling Studio For Two, Perfect Location",205269848,Temple Place,,Downtown,42.35584415081439,-71.06128048520709,Private room,120,2,0,,,16,0,0,STR-439290
628162153649218659,Spacious Back Bay Condo with Great Amenities!,423270067,Harry And Susie,,Back Bay,42.34371997366695,-71.08125912886267,Entire home/apt,524,1,2,2022-06-03,2,28,340,2,Exempt: This listing is a unit used for furnished institutional or business stays
628169702340814014,Gorgeous Apt With Dedicated Flex-cation Office Space!,423270067,Harry And Susie,,Back Bay,42.34566323195235,-71.08125688643534,Entire home/apt,826,1,0,,,28,341,0,Exempt: This listing is a unit used for furnished institutional or business stays
628193156323727514,"Your Private Dorchester Getaway, Single Family, Parking",43613912,Drew,,Dorchester,42.282048063528954,-71.05836952717817,Entire home/apt,368,3,1,2022-05-31,1,4,44,1,STR-463586
628297796477850443,Brighton/Brookline/Allston suite + Free Parking,459432105,Irina,,Brighton,42.346661,-71.139252,Entire home/apt,125,1,10,2022-06-07,10,1,66,10,STR-479831
629344130540395301,Seaport 2-Bedroom Penthouse,47512156,Walid,,South Boston Waterfront,42.349625464876766,-71.04550171288346,Entire home/apt,450,14,0,,,1,349,0,Str-022678
629578258027487108,1 bedroom in owner-occupied condo.,257628897,Vanessa,,Hyde Park,42.27188705531394,-71.1177456593878,Private room,32,29,0,,,1,285,0,
630246537702714331,Boston studio close to JFK Station,40995423,Bonnie,,Dorchester,42.321067587551866,-71.05922764042646,Entire home/apt,85,31,0,,,8,287,0,
630252829961299854,Garden level Private Room in huge Brighton home,2356643,MyBostonTrip,,Roxbury,42.32773880869433,-71.09099830280104,Private room,80,2,0,,,73,164,0,STR-447640
630262363709893096,"Sunny, beautiful 2 bedroom. Balcony, quiet area.",63910558,Alex,,Brighton,42.34619971367325,-71.13825738292839,Entire home/apt,343,3,0,,,1,7,0,STR-009456
630270496932782519,Boston New One bedroom close to JFK station,40995423,Bonnie,,Dorchester,42.31967,-71.05772,Entire home/apt,109,31,0,,,8,321,0,
630286293872807079,Studio in Boston close to T and shopping,151248865,Yao,,Dorchester,42.32087357817323,-71.0593141241267,Entire home/apt,85,31,0,,,9,317,0,
630450497170312429,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32358,-71.06166,Entire home/apt,230,91,0,,,102,365,0,
630974431440794329,"Boston new one bedroom, close to T and beach",151248865,Yao,,Dorchester,42.31967629996466,-71.0573952604061,Entire home/apt,129,31,0,,,9,317,0,
630993818999581056,Outstanding Upgraded Luxury Apt!,423270067,Harry And Susie,,Back Bay,42.34537786936072,-71.08128939084911,Entire home/apt,630,1,2,2022-06-05,2,28,336,2,Exempt: This listing is a unit used for furnished institutional or business stays
630997334269195548,Awesome Apt in the Heart of Back Bay!,423270067,Harry And Susie,,Back Bay,42.34545,-71.08348,Entire home/apt,1077,1,0,,,28,332,0,Exempt: This listing is a unit used for furnished institutional or business stays
631000352683237222,Heart of Back Bay! Close to Prudential Center and The T!,423270067,Harry And Susie,,Back Bay,42.343593002269344,-71.08335864925768,Entire home/apt,685,1,1,2022-06-01,1,28,343,1,Exempt: This listing is a unit used for furnished institutional or business stays
631002869915516131,"Bright Condo, Plenty of Room, Sleeps Upto 8",423270067,Harry And Susie,,Back Bay,42.34479995658651,-71.08339727613249,Entire home/apt,1155,1,0,,,28,319,0,Exempt: This listing is a unit used for furnished institutional or business stays
631118154967104383,Sunny Room #2 Free Parking,108560094,Lixia,,Brighton,42.35586831983156,-71.15837013988188,Private room,48,1,2,2022-05-29,2,3,261,2,STR-455785
632609795644430251,Modern huge 2 bed 2bath in South bay plaza Boston,158837906,Hashouki,,Dorchester,42.32534972822569,-71.06202085153102,Entire home/apt,450,7,0,,,74,354,0,Str-078267
632682403112950941,"Two bedroom in Boston, close to JFK station",151248865,Yao,,Dorchester,42.32135772666276,-71.0575283837225,Entire home/apt,150,31,0,,,9,316,0,
633058908634454665,"Hip Downtown 1BR w/ Gym, W/D & Concierge near South Station by Blueground",107434423,Blueground,,Downtown,42.35376,-71.05306,Entire home/apt,223,32,0,,,399,314,0,
633226674928793000,Clean apartment home | Studio in Boston,359229620,Casey,,Jamaica Plain,42.32845029606411,-71.11213715643309,Entire home/apt,203,91,0,,,102,365,0,
633240905689427322,"Gorgeous 3-story, 3-bedroom home",5681297,Matt,,Roslindale,42.28162368747371,-71.1221869672467,Entire home/apt,301,2,1,2022-05-30,1,3,292,1,STR-464402
633275399907669824,Private room in a cheerful home with dogs,5681297,Matt,,Roslindale,42.28223130818688,-71.12189267073131,Private room,72,1,0,,,3,323,0,STR-464402
634046951984427934,"Ellie 6- Back Bay, First floor, Location!",331225367,Stone,,Back Bay,42.342973039942066,-71.08388979332243,Entire home/apt,313,1,2,2022-06-10,2,63,6,2,Exempt: This listing is a unit that has contracts with hospitals
634543701606720546,"Sleek Longwood 2BR near Green & Orange T lines, by Blueground",107434423,Blueground,,Mission Hill,42.32993,-71.10432,Entire home/apt,206,32,0,,,399,346,0,
634669688335640118,Very Spacious Room in Brighton near BC BU Harvard,433825046,Boston,,Brighton,42.34444704967671,-71.15372432503291,Private room,54,29,0,,,7,310,0,
634807411887856334,Lovely bedroom in classic Boston house. King size,2967485,Jonathan,,Jamaica Plain,42.310801085734745,-71.11768141137675,Private room,99,2,1,2022-05-30,1,1,7,1,STR-480333
634844128587231983,Cozy up in 5BR Apt near charming Oak Square,2356643,MyBostonTrip,,Brighton,42.35196140858349,-71.16299260730936,Entire home/apt,282,2,0,,,73,322,0,STR-460218
634844165053950177,"Master Bedroom w/ Shared Bath in Clean Apt, lots of natural light",2356643,MyBostonTrip,,Brighton,42.35334002068791,-71.16294004625672,Private room,70,2,0,,,73,325,0,STR-460218
634844184454556559,Clean & Comfy Private Room in walkable Brighton area,2356643,MyBostonTrip,,Brighton,42.35345920942602,-71.16330012118352,Private room,62,2,0,,,73,338,0,STR-460218
634844204084719100,"Private Room w/ Queen Bed, 7 mins to Harvard",2356643,MyBostonTrip,,Brighton,42.35227950120038,-71.16500155954601,Private room,70,2,0,,,73,323,0,STR-460218
634844225551151856,Sunny Room w/ Shared Bath in Modest Brighton Home,2356643,MyBostonTrip,,Brighton,42.35193783379163,-71.16319819828725,Private room,67,2,1,2022-06-08,1,73,336,1,STR-460218
